epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8832879066467285,0.0010000000474974513,0.3633677065372467,0.5752032399177551,0.7162951231002808
1,0.9482288956642151,0.0010000000474974513,0.24830013513565063,0.5873983502388,0.7666178941726685
2,0.9604904651641846,0.0010000000474974513,0.22597263753414154,0.934959352016449,0.26355525851249695
3,0.9668483138084412,0.0010000000474974513,0.20470476150512695,0.9715447425842285,0.17089398205280304
4,0.9772933721542358,0.0010000000474974513,0.18278343975543976,0.9756097793579102,0.17314858734607697
5,0.9795640110969543,0.0010000000474974513,0.17126449942588806,0.9796748161315918,0.16603101789951324
6,0.9891008138656616,0.0010000000474974513,0.1549699604511261,0.9695122241973877,0.19792523980140686
7,0.9881925582885742,0.0010000000474974513,0.16433468461036682,0.9634146094322205,0.19641661643981934
8,0.9922797679901123,0.0010000000474974513,0.14868055284023285,0.9837398529052734,0.16216520965099335
9,0.9931880235671997,0.0010000000474974513,0.14777201414108276,0.9796748161315918,0.1815299689769745
10,0.9922797679901123,0.0010000000474974513,0.14541861414909363,0.9695122241973877,0.18842072784900665
11,0.9909173250198364,0.0010000000474974513,0.15290990471839905,0.9654471278190613,0.19530749320983887
12,0.9963669180870056,0.0010000000474974513,0.13780836760997772,0.9756097793579102,0.2007112056016922
13,0.9981834888458252,0.0010000000474974513,0.1333876997232437,0.9634146094322205,0.23940159380435944
14,0.9918256402015686,0.0010000000474974513,0.14746691286563873,0.9674796462059021,0.1912759393453598
15,0.9904631972312927,0.0010000000474974513,0.14901000261306763,0.9715447425842285,0.18659985065460205
16,0.9954586625099182,0.0010000000474974513,0.13702541589736938,0.9654471278190613,0.20609518885612488
17,0.9954586625099182,0.0010000000474974513,0.13875967264175415,0.9715447425842285,0.18558096885681152
18,0.9931880235671997,0.0010000000474974513,0.1439407467842102,0.9715447425842285,0.19438014924526215
19,0.9990917444229126,0.0003000000142492354,0.13130517303943634,0.9837398529052734,0.1677798628807068
20,0.9986376166343689,0.0003000000142492354,0.12996453046798706,0.9857723712921143,0.16979096829891205
21,0.9995458722114563,0.0003000000142492354,0.1291220784187317,0.9837398529052734,0.16905052959918976
22,0.9995458722114563,0.0003000000142492354,0.1286347657442093,0.9837398529052734,0.173715278506279
23,1.0,0.0003000000142492354,0.12811098992824554,0.9837398529052734,0.17376157641410828
24,1.0,0.0003000000142492354,0.12744617462158203,0.9837398529052734,0.17076028883457184
25,1.0,0.0003000000142492354,0.12737491726875305,0.9837398529052734,0.17262135446071625
26,1.0,0.0003000000142492354,0.1271965205669403,0.9837398529052734,0.172904834151268
27,1.0,0.0003000000142492354,0.12772992253303528,0.9817073345184326,0.17268919944763184
28,1.0,0.0003000000142492354,0.127193883061409,0.9837398529052734,0.17236045002937317
29,1.0,9.000000136438757e-05,0.1271333247423172,0.9837398529052734,0.17344696819782257
30,1.0,9.000000136438757e-05,0.12648914754390717,0.9837398529052734,0.17305341362953186
31,1.0,9.000000136438757e-05,0.1265997439622879,0.9817073345184326,0.17310936748981476
32,1.0,9.000000136438757e-05,0.12675747275352478,0.9817073345184326,0.17299377918243408
33,1.0,9.000000136438757e-05,0.12652051448822021,0.9817073345184326,0.1738499402999878
