epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2292718142271042,2.097565174102783,0.001,0.18804921209812164,1.621381402015686
1,0.2415284812450409,1.8350824117660522,0.001,0.23725834488868713,1.6313570737838745
2,0.31759193539619446,1.6608498096466064,0.001,0.36203867197036743,1.538516879081726
3,0.42105263471603394,1.493536353111267,0.001,0.37785589694976807,1.4040707349777222
4,0.46178802847862244,1.4076898097991943,0.001,0.3356766402721405,1.5768095254898071
5,0.49387165904045105,1.346774697303772,0.001,0.45518454909324646,1.4897477626800537
6,0.5493871569633484,1.261670470237732,0.001,0.5254833102226257,1.3231486082077026
7,0.5850756764411926,1.2175302505493164,0.001,0.6326889395713806,1.110505223274231
8,0.6092285513877869,1.1713066101074219,0.001,0.7100175619125366,1.0246919393539429
9,0.6697909235954285,1.1069222688674927,0.001,0.6045694351196289,1.1401591300964355
10,0.6654650568962097,1.0864373445510864,0.001,0.6080843806266785,1.0673350095748901
11,0.7090843319892883,1.0529221296310425,0.001,0.7398945689201355,0.9182721972465515
12,0.7325162291526794,1.0055326223373413,0.001,0.8277680277824402,0.7820099592208862
13,0.7617159485816956,0.9495252966880798,0.001,0.7117750644683838,0.9973801970481873
14,0.7779380083084106,0.9079286456108093,0.001,0.7451669573783875,0.9466627836227417
15,0.7865897417068481,0.8830823302268982,0.001,0.4147627353668213,1.6345632076263428
16,0.8262436985969543,0.8283715844154358,0.001,0.8101933002471924,0.7924048900604248
17,0.8183128833770752,0.8416513800621033,0.001,0.49384886026382446,1.7547369003295898
18,0.8338139653205872,0.8080043196678162,0.001,0.7012302279472351,1.072265863418579
19,0.8705840110778809,0.7499364614486694,0.001,0.8541300296783447,0.7086732983589172
20,0.8680605888366699,0.7452913522720337,0.001,0.8998242616653442,0.6009513735771179
21,0.8756308555603027,0.7253702878952026,0.001,0.8453426957130432,0.7134508490562439
22,0.8987022638320923,0.6850035190582275,0.001,0.8892794251441956,0.632972002029419
23,0.8943763375282288,0.6806762218475342,0.001,0.753954291343689,0.9139401912689209
24,0.8850036263465881,0.7165748476982117,0.001,0.8980667591094971,0.6116888523101807
25,0.8936553597450256,0.694307267665863,0.001,0.8576449751853943,0.6955273151397705
26,0.9188897013664246,0.6550302505493164,0.001,0.9015817046165466,0.6059762239456177
27,0.9138427972793579,0.6529533863067627,0.001,0.8488576412200928,0.7124853134155273
28,0.9239365458488464,0.6177968978881836,0.001,0.9033392071723938,0.6371268033981323
29,0.9224945902824402,0.6313784718513489,0.001,0.8822495341300964,0.6633756160736084
30,0.9203316569328308,0.6343755125999451,0.001,0.8224955797195435,0.7904924750328064
31,0.9361932277679443,0.6156264543533325,0.001,0.9332161545753479,0.527092695236206
32,0.9361932277679443,0.6034411787986755,0.001,0.9209138751029968,0.5728796124458313
33,0.9405190944671631,0.5929778218269348,0.001,0.8471001982688904,0.7364113926887512
34,0.9369142055511475,0.5938329696655273,0.001,0.9121265411376953,0.611578106880188
35,0.9405190944671631,0.5973043441772461,0.001,0.5887522101402283,1.3237006664276123
36,0.9452054500579834,0.585552453994751,0.001,0.9472759366035461,0.5115551352500916
37,0.9405190944671631,0.5855534672737122,0.001,0.945518434047699,0.49917688965797424
38,0.956020176410675,0.5626157522201538,0.001,0.9349736571311951,0.5650539994239807
39,0.9480894207954407,0.567790150642395,0.001,0.8717047572135925,0.7025885581970215
40,0.9459264874458313,0.580119788646698,0.001,0.927943766117096,0.5709657669067383
41,0.9545782208442688,0.5634632706642151,0.001,0.9244288206100464,0.5630666613578796
42,0.9567411541938782,0.5562528371810913,0.001,0.8980667591094971,0.6467336416244507
43,0.9578226208686829,0.5629489421844482,0.001,0.940246045589447,0.5230412483215332
44,0.9459264874458313,0.5788102149963379,0.001,0.7469244003295898,1.0144954919815063
45,0.9488103985786438,0.5671318769454956,0.001,0.927943766117096,0.5771390795707703
46,0.9610670804977417,0.5515789985656738,0.001,0.9437609910964966,0.5131233930587769
47,0.9635905027389526,0.5403258800506592,0.001,0.9367311000823975,0.5319955945014954
48,0.9599855542182922,0.5483070015907288,0.001,0.9613356590270996,0.4724205434322357
49,0.9596250653266907,0.5465169548988342,0.001,0.8734622001647949,0.7050960659980774
50,0.9545782208442688,0.5621935725212097,0.001,0.9314587116241455,0.5436831712722778
51,0.9643114805221558,0.5401600003242493,0.001,0.9648506045341492,0.4677842855453491
52,0.9621485471725464,0.5357412099838257,0.001,0.9472759366035461,0.5365818738937378
53,0.9632300138473511,0.5416694283485413,0.001,0.9560632705688477,0.49324214458465576
54,0.9689978361129761,0.531579315662384,0.001,0.8277680277824402,0.8161635994911194
55,0.9664744138717651,0.5327574610710144,0.001,0.9525483250617981,0.5112015604972839
56,0.971521258354187,0.5211246013641357,0.001,0.9507908821105957,0.5117908716201782
57,0.9668349027633667,0.5355615019798279,0.001,0.945518434047699,0.5154224634170532
58,0.9686373472213745,0.533126950263977,0.001,0.8963093161582947,0.6479018926620483
59,0.9621485471725464,0.5407082438468933,0.001,0.9613356590270996,0.49814561009407043
60,0.965753436088562,0.5304120779037476,0.001,0.9420034885406494,0.5340767502784729
61,0.9776496291160583,0.5127213001251221,0.001,0.940246045589447,0.5437109470367432
62,0.9747656583786011,0.5155502557754517,0.001,0.9613356590270996,0.4933537244796753
63,0.9700793027877808,0.5247772336006165,0.001,0.9543058276176453,0.49782267212867737
64,0.9754866361618042,0.5107253193855286,0.0003,0.9718804955482483,0.4701676368713379
65,0.9863013625144958,0.4905308783054352,0.0003,0.9789103865623474,0.4534299671649933
66,0.990266740322113,0.48638996481895447,0.0003,0.9736379384994507,0.4572736322879791
67,0.9877433180809021,0.49123698472976685,0.0003,0.9718804955482483,0.4620060920715332
68,0.9895457625389099,0.485524982213974,0.0003,0.9753954410552979,0.46164342761039734
69,0.990266740322113,0.4833675026893616,0.0003,0.9736379384994507,0.46364137530326843
70,0.990266740322113,0.4816145896911621,0.0003,0.9771528840065002,0.4519944489002228
71,0.9909877181053162,0.48239609599113464,0.0003,0.9701230525970459,0.45933207869529724
72,0.9899062514305115,0.48122766613960266,0.0003,0.9789103865623474,0.4511999785900116
73,0.9909877181053162,0.48070624470710754,0.0003,0.9736379384994507,0.4607655107975006
74,0.9881038069725037,0.48397591710090637,0.0003,0.9683655500411987,0.4719923734664917
75,0.9917086958885193,0.47911399602890015,0.0003,0.9736379384994507,0.47196468710899353
76,0.9913482069969177,0.4815632998943329,0.0003,0.9789103865623474,0.45742106437683105
77,0.9913482069969177,0.4802916646003723,0.0003,0.9718804955482483,0.4612772762775421
78,0.9866618514060974,0.4876441955566406,0.0003,0.9683655500411987,0.4818996489048004
79,0.9877433180809021,0.48205840587615967,0.0003,0.9736379384994507,0.45410358905792236
80,0.9891852736473083,0.4850095510482788,0.0003,0.9736379384994507,0.4609135389328003
81,0.9895457625389099,0.4814175069332123,0.0003,0.9736379384994507,0.4619874954223633
82,0.9920691847801208,0.47868549823760986,0.0003,0.9666081070899963,0.474787175655365
83,0.9873828291893005,0.48076093196868896,0.0003,0.9648506045341492,0.4699842631816864
84,0.9841384291648865,0.48488062620162964,0.0003,0.9753954410552979,0.455977201461792
85,0.9917086958885193,0.47651514410972595,9e-05,0.9683655500411987,0.4722546339035034
