precision,recall,threshold
0.48899521531100476,1.0,0.009775230348776713
0.48946360153256707,1.0,0.010016178898814673
0.4899328859060403,1.0,0.01008165200552692
0.4904030710172745,1.0,0.01009650938572397
0.4908741594620557,1.0,0.010136616387954123
0.4913461538461538,1.0,0.010151919280049779
0.4918190567853705,1.0,0.010368825139240668
0.49229287090558765,1.0,0.010369816200406327
0.4927675988428158,1.0,0.010434129003290448
0.49324324324324326,1.0,0.010549100418442463
0.49371980676328503,1.0,0.01055620400135804
0.4941972920696325,1.0,0.010575224177013651
0.494675701839303,1.0,0.0107618933343107
0.4951550387596899,1.0,0.010882060844155779
0.495635305528613,1.0,0.010952638247976635
0.4961165048543689,1.0,0.010984537539893166
0.4965986394557823,1.0,0.01098503411895006
0.4970817120622568,1.0,0.011126791158113977
0.49756572541382665,1.0,0.011127092699370742
0.4980506822612086,1.0,0.011213402652091404
0.49853658536585366,1.0,0.011234089114724354
0.4990234375,1.0,0.011267260774231637
0.4995112414467253,1.0,0.011402759828449337
0.5,1.0,0.011423518402035844
0.5004897159647405,1.0,0.011456599231935618
0.5009803921568627,1.0,0.011489282565870123
0.5014720314033366,1.0,0.01151206655782853
0.5019646365422397,1.0,0.011525906611675484
0.5024582104228122,1.0,0.011542518078843737
0.5029527559055118,1.0,0.01156970516215241
0.503448275862069,1.0,0.011648788084325973
0.5039447731755424,1.0,0.011652473080110163
0.5044422507403751,1.0,0.011679273870986369
0.5049407114624506,1.0,0.011694450013183895
0.5054401582591493,1.0,0.011700837257620209
0.505940594059406,1.0,0.011712546857153255
0.5064420218037661,1.0,0.011737215188405935
0.5069444444444444,1.0,0.011743276108279478
0.5074478649453823,1.0,0.011750464941595231
0.5079522862823062,1.0,0.01176118394904831
0.5084577114427861,1.0,0.011762792507472466
0.5089641434262948,1.0,0.011766200359304821
0.5094715852442672,1.0,0.011789566079638844
0.5099800399201597,1.0,0.011801917979332974
0.5104895104895105,1.0,0.011803376623361868
0.511,1.0,0.01181558883327552
0.5115115115115115,1.0,0.011827813025798262
0.5120240480961924,1.0,0.011889731611132234
0.5125376128385155,1.0,0.011913103738717472
0.5130522088353414,1.0,0.011937596039855126
0.5135678391959799,1.0,0.011956074145471061
0.5140845070422535,1.0,0.011968697080706196
0.5146022155085599,1.0,0.012016102996158401
0.5151209677419355,1.0,0.012131204460665106
0.515640766902119,1.0,0.012192134915969297
0.5161616161616162,1.0,0.012230439610074549
0.5166835187057633,1.0,0.012249075819038857
0.5172064777327935,1.0,0.012281505688390832
0.5177304964539007,1.0,0.012304486500582884
0.5182555780933062,1.0,0.012318960436876716
0.5187817258883248,1.0,0.012322284087926298
0.5193089430894309,1.0,0.012369087008003007
0.5198372329603256,1.0,0.012386151142621737
0.5203665987780041,1.0,0.0123922815742062
0.5208970438328236,1.0,0.012396652320753702
0.5214285714285715,1.0,0.012405808224840624
0.5219611848825332,1.0,0.012415318472341036
0.5224948875255624,1.0,0.0124234226388051
0.5230296827021494,1.0,0.012450611265192223
0.5235655737704918,1.0,0.012467874870109306
0.5241025641025641,1.0,0.012506859516801605
0.5246406570841889,1.0,0.012507220147772686
0.5251798561151079,1.0,0.012512869375444474
0.5257201646090535,1.0,0.01253469829631925
0.5262615859938208,1.0,0.012535311004125901
0.5268041237113402,1.0,0.012550257076228463
0.5273477812177503,1.0,0.012559763989169867
0.5278925619834711,1.0,0.012560633705861945
0.5284384694932782,1.0,0.012569014504630577
0.5289855072463768,1.0,0.012579616592532747
0.5295336787564767,1.0,0.012581644006055631
0.5300829875518672,1.0,0.01259188632239412
0.5306334371754933,1.0,0.01259536244053178
0.5311850311850311,1.0,0.01261046539737603
0.5317377731529657,1.0,0.012632696769811285
0.5322916666666667,1.0,0.012645780887086734
0.5328467153284672,1.0,0.012682310376403725
0.5334029227557411,1.0,0.012716631459974937
0.5339602925809822,1.0,0.01271760070302863
0.5345188284518828,1.0,0.012756556526642551
0.5350785340314136,1.0,0.012758575828494016
0.5356394129979035,1.0,0.012794754050843052
0.5362014690451207,1.0,0.012803237681274766
0.5367647058823529,1.0,0.01280790165139933
0.53732912723449,1.0,0.012809473424708777
0.5378947368421053,1.0,0.01281048486556756
0.5384615384615384,1.0,0.012838032443358507
0.5390295358649789,1.0,0.012863507643824823
0.5395987328405492,1.0,0.012869143579356836
0.540169133192389,1.0,0.012881118444322093
0.5407407407407407,1.0,0.0128837934380641
0.5413135593220338,1.0,0.012899837516713131
0.5418875927889714,1.0,0.012907719629958847
0.5424628450106157,1.0,0.012926647523871187
0.5430393198724761,1.0,0.012942299186520748
0.5436170212765957,1.0,0.012944284983236068
0.54419595314164,1.0,0.012953431620582158
0.5447761194029851,1.0,0.012985580770110833
0.5453575240128068,1.0,0.012996627381666685
0.5459401709401709,1.0,0.013022110700442562
0.546524064171123,1.0,0.01302523025499286
0.5471092077087795,1.0,0.013058648396064906
0.5476956055734191,1.0,0.013077826287887343
0.5482832618025751,1.0,0.013094647539127863
0.5488721804511278,1.0,0.013096643441027954
0.5494623655913978,1.0,0.013107170729266752
0.55005382131324,1.0,0.01312700742169889
0.5506465517241379,1.0,0.01312988716084388
0.5512405609492989,1.0,0.013130548607713621
0.5518358531317494,1.0,0.013133118224402753
0.5524324324324325,1.0,0.013137130309980838
0.553030303030303,1.0,0.013210248288206512
0.5536294691224268,1.0,0.013229059530910848
0.5542299349240781,1.0,0.013235205446159318
0.5548317046688382,1.0,0.01325564987588501
0.5554347826086956,1.0,0.01331702864574832
0.5560391730141458,1.0,0.013319989740773978
0.5566448801742919,1.0,0.013320143626093283
0.5572519083969466,1.0,0.013328708063116368
0.5578602620087336,1.0,0.013360923614618278
0.5584699453551912,1.0,0.01336358410653341
0.5590809628008753,1.0,0.013366762708184042
0.5596933187294633,1.0,0.013396657429406194
0.5603070175438597,1.0,0.01345162577266102
0.5609220636663008,1.0,0.013455996456727588
0.5615384615384615,1.0,0.013479231176511034
0.5621562156215621,1.0,0.01353395473407445
0.5627753303964758,1.0,0.013542369941375568
0.5633958103638368,1.0,0.013560830003136928
0.5640176600441501,1.0,0.013602279164648463
0.5646408839779006,1.0,0.013637834190471562
0.5652654867256637,1.0,0.013693437923970079
0.5658914728682171,1.0,0.013771094574189204
0.5665188470066519,1.0,0.0137757848506217
0.5671476137624861,1.0,0.013786529544374133
0.5677777777777778,1.0,0.01378779489067789
0.5684093437152391,1.0,0.013817658974388641
0.5690423162583519,1.0,0.013849141179391303
0.5696767001114827,1.0,0.013850865790218686
0.5703125,1.0,0.013880329516835425
0.5709497206703911,1.0,0.013881052159056287
0.5715883668903803,1.0,0.01388743800473161
0.5722284434490481,1.0,0.013901131007523064
0.5728699551569507,1.0,0.013902008882173897
0.5735129068462402,1.0,0.013907273156285592
0.5741573033707865,1.0,0.013921029256388195
0.5748031496062992,1.0,0.01392309768712907
0.5754504504504504,1.0,0.013931901920760523
0.5760992108229989,1.0,0.01393223601614287
0.5767494356659142,1.0,0.013950947572347378
