false_positive_rate,true_positive_rate,threshold
0.0,0.0,inf
0.0,0.0019569471624266144,0.9658060548469595
0.0,0.08414872798434442,0.9527419901582181
0.0018726591760299626,0.08414872798434442,0.9526673101286189
0.0018726591760299626,0.29158512720156554,0.9421842676094745
0.003745318352059925,0.29158512720156554,0.9421712046039983
0.003745318352059925,0.29354207436399216,0.9421278203199512
0.0056179775280898875,0.29354207436399216,0.9420474776458437
0.0056179775280898875,0.3913894324853229,0.933870242031362
0.00749063670411985,0.3913894324853229,0.933792553699501
0.00749063670411985,0.5733855185909981,0.9250563796634844
0.009363295880149813,0.5733855185909981,0.92498543823651
0.009363295880149813,0.6360078277886497,0.9209248676551556
0.011235955056179775,0.6360078277886497,0.920714136508427
0.011235955056179775,0.675146771037182,0.9180121932363865
0.013108614232209739,0.675146771037182,0.917800065436214
0.013108614232209739,0.7025440313111546,0.9157056297706965
0.0149812734082397,0.7025440313111546,0.9156001202542412
0.0149812734082397,0.8317025440313112,0.8985946540155911
0.016853932584269662,0.8317025440313112,0.8967822431012649
0.016853932584269662,0.8395303326810176,0.8945793688958804
0.018726591760299626,0.8395303326810176,0.8945671732719263
0.018726591760299626,0.8414872798434442,0.8904080540196457
0.020599250936329586,0.8414872798434442,0.8902424789465074
0.020599250936329586,0.8669275929549902,0.8789723990302525
0.02247191011235955,0.8669275929549902,0.8758542244036197
0.02247191011235955,0.8825831702544031,0.8668103846416264
0.024344569288389514,0.8825831702544031,0.8638718981704682
0.024344569288389514,0.9021526418786693,0.8337887929352161
0.026217228464419477,0.9021526418786693,0.8289280261983881
0.026217228464419477,0.9119373776908023,0.7916509869202677
0.031835205992509365,0.9119373776908023,0.7588937607678706
0.031835205992509365,0.9197651663405088,0.7302149128597393
0.03745318352059925,0.9197651663405088,0.7236453782968911
0.03745318352059925,0.923679060665362,0.7018844872151468
0.03932584269662921,0.923679060665362,0.6889879107475281
0.03932584269662921,0.9275929549902152,0.6554460549929964
0.04119850187265917,0.9275929549902152,0.6427260661226737
0.04119850187265917,0.9315068493150684,0.5749684657896826
0.0449438202247191,0.9315068493150684,0.5315347632710387
0.0449438202247191,0.9334637964774951,0.502174446399779
0.04868913857677903,0.9334637964774951,0.4748847747230174
0.04868913857677903,0.9354207436399217,0.4710197922222239
0.05056179775280899,0.9354207436399217,0.44194351474343013
0.05056179775280899,0.9471624266144814,0.380504505989922
0.054307116104868915,0.9471624266144814,0.33560980471168805
0.054307116104868915,0.9530332681017613,0.3106588504262714
0.056179775280898875,0.9530332681017613,0.3098589228072602
0.056179775280898875,0.9549902152641878,0.28492124595100077
0.05805243445692884,0.9549902152641878,0.28067056494718867
0.05805243445692884,0.9569471624266145,0.2805980166837425
0.0599250936329588,0.9569471624266145,0.27186671203225904
0.0599250936329588,0.9608610567514677,0.23601819135214777
0.06179775280898876,0.9608610567514677,0.23374054532469943
0.06179775280898876,0.9667318982387475,0.1992448649991062
0.06367041198501873,0.9667318982387475,0.18072281710534238
0.06367041198501873,0.9686888454011742,0.17427398650848205
0.10674157303370786,0.9686888454011742,0.056141033389629925
0.10674157303370786,0.9706457925636007,0.05573718497744534
0.10861423220973783,0.9706457925636007,0.0553767052979833
0.10861423220973783,0.9726027397260274,0.055213826405693
0.1254681647940075,0.9726027397260274,0.04498652841865707
0.1254681647940075,0.974559686888454,0.0444687256375335
0.12734082397003746,0.974559686888454,0.042731338681958796
0.12734082397003746,0.9765166340508806,0.04222011130720211
0.13670411985018727,0.9765166340508806,0.03804730152215395
0.13670411985018727,0.9784735812133072,0.03778605458206199
0.1404494382022472,0.9784735812133072,0.036814420386745955
0.1404494382022472,0.9804305283757339,0.036455581605061016
0.16666666666666666,0.9804305283757339,0.030789478408956815
0.16666666666666666,0.9823874755381604,0.02975541227332474
0.17228464419475656,0.9823874755381604,0.02895836518805565
0.17228464419475656,0.9863013698630136,0.028778768218196384
0.17790262172284643,0.9863013698630136,0.028272939457823158
0.17790262172284643,0.9902152641878669,0.02757555051171981
0.22846441947565543,0.9902152641878669,0.022145560671256802
0.22846441947565543,0.9921722113502935,0.022131366943790705
0.2902621722846442,0.9921722113502935,0.01898091096620837
0.2902621722846442,0.9941291585127201,0.01892614663697163
0.3052434456928839,0.9941291585127201,0.018202924965300224
0.3052434456928839,0.9960861056751468,0.01818313720557546
0.3089887640449438,0.9960861056751468,0.018053317227610468
0.3089887640449438,0.9980430528375733,0.01805282008265551
0.6928838951310862,0.9980430528375733,0.01400691258296378
0.6928838951310862,1.0,0.014003696530726863
1.0,1.0,0.009775230348776713
