precision,recall,threshold
0.09282296650717703,1.0,0.00760734949569437
0.09291187739463602,1.0,0.007676849235597849
0.09300095877277086,1.0,0.007847360510692607
0.09309021113243762,1.0,0.00818695551959751
0.09317963496637849,1.0,0.008200369607277092
0.09326923076923077,1.0,0.00847797178248631
0.0933589990375361,1.0,0.008511563279575972
0.09344894026974952,1.0,0.008558609021981141
0.0935390549662488,1.0,0.008605279705623291
0.09362934362934362,1.0,0.008607794153907965
0.09371980676328502,1.0,0.008710849730017185
0.09381044487427466,1.0,0.008873970280863234
0.09390125847047434,1.0,0.009006742060636569
0.0939922480620155,1.0,0.00901097816056916
0.09408341416100872,1.0,0.00908945998256537
0.0941747572815534,1.0,0.009095841019631616
0.09426627793974733,1.0,0.009167177149431705
0.0943579766536965,1.0,0.009227767586708069
0.09444985394352483,1.0,0.009255512359309284
0.09454191033138401,1.0,0.009374927225868622
0.09463414634146342,1.0,0.009389604848459092
0.0947265625,1.0,0.00949521980219188
0.09481915933528837,1.0,0.009710258089980292
0.0949119373776908,1.0,0.009759559286982232
0.09500489715964741,1.0,0.009761955103218369
0.09509803921568627,1.0,0.009804009286429568
0.09519136408243375,1.0,0.009845683107549541
0.09528487229862476,1.0,0.009892983546349845
0.09537856440511308,1.0,0.009992922907517215
0.09547244094488189,1.0,0.010035723667442339
0.09556650246305419,1.0,0.010092954847660035
0.09566074950690336,1.0,0.010169304253829649
0.09575518262586377,1.0,0.01022419799119234
0.0958498023715415,1.0,0.010269960193696371
0.09594460929772503,1.0,0.010288517709485094
0.09603960396039604,1.0,0.010295950299421916
0.09613478691774034,1.0,0.010343384813404998
0.09623015873015874,1.0,0.010358302497065448
0.09632571996027806,1.0,0.010418383734356806
0.09642147117296222,1.0,0.010419254327302776
0.09651741293532339,1.0,0.010472399948136138
0.09661354581673307,1.0,0.010479421530505259
0.0967098703888335,1.0,0.010526152023741724
0.0968063872255489,1.0,0.0105572442100841
0.0969030969030969,1.0,0.010558436185048715
0.097,1.0,0.010558621938231174
0.0970970970970971,1.0,0.010562256126137303
