false_positive_rate,true_positive_rate,threshold
0.0,0.0,inf
0.0,0.008547008547008548,0.9590879428624526
0.0,0.1794871794871795,0.9456647640470982
0.0010775862068965517,0.1794871794871795,0.9454059947664146
0.0010775862068965517,0.4358974358974359,0.9388318902694555
0.0021551724137931034,0.4358974358974359,0.9373345811541463
0.0021551724137931034,0.5384615384615384,0.9329911223611432
0.004310344827586207,0.5384615384615384,0.9325228316103614
0.004310344827586207,0.7264957264957265,0.9008578708443299
0.007543103448275862,0.7264957264957265,0.890434945562605
0.007543103448275862,0.7521367521367521,0.8833163166733233
0.008620689655172414,0.7521367521367521,0.880849624448911
0.008620689655172414,0.8290598290598291,0.8187001164548073
0.010775862068965518,0.8290598290598291,0.7598233337812249
0.010775862068965518,0.8376068376068376,0.7345527527679757
0.011853448275862068,0.8376068376068376,0.5722729606350732
0.011853448275862068,0.8547008547008547,0.4944857024067215
0.014008620689655173,0.8547008547008547,0.38735449963471014
0.014008620689655173,0.8717948717948718,0.3109617403873088
0.018318965517241378,0.8717948717948718,0.15940252718416173
0.018318965517241378,0.8803418803418803,0.15469799878188223
0.021551724137931036,0.8803418803418803,0.14046031393625194
0.021551724137931036,0.8974358974358975,0.11967697472102251
0.023706896551724137,0.8974358974358975,0.10787778026229798
0.023706896551724137,0.905982905982906,0.09710320975040213
0.02693965517241379,0.905982905982906,0.08105196028555944
0.02693965517241379,0.9145299145299145,0.07788034833127133
0.07758620689655173,0.9145299145299145,0.04403500729877518
0.07758620689655173,0.9230769230769231,0.04401413523461081
0.08405172413793104,0.9230769230769231,0.04056722313376972
0.08405172413793104,0.9316239316239316,0.04014806597597528
0.12176724137931035,0.9316239316239316,0.03040749240479936
0.12176724137931035,0.9401709401709402,0.03019503949682324
0.18211206896551724,0.9401709401709402,0.024536921888489598
0.18211206896551724,0.9487179487179487,0.02452984977991732
0.23922413793103448,0.9487179487179487,0.02182243286901835
0.23922413793103448,0.9572649572649573,0.02172787661629984
0.24461206896551724,0.9572649572649573,0.021461929966047927
0.24461206896551724,0.9743589743589743,0.021371327260988476
0.34375,0.9743589743589743,0.019028808653906715
0.34375,0.9829059829059829,0.018986542520518214
0.4051724137931034,0.9829059829059829,0.01793738045299205
0.4051724137931034,0.9914529914529915,0.017875569688469945
0.6540948275862069,0.9914529914529915,0.015118949835389622
0.6540948275862069,1.0,0.015118136818953064
1.0,1.0,0.005792679394617961
