false_positive_rate,true_positive_rate,threshold
0.0,0.0,inf
0.0,0.005714285714285714,0.9611370599312226
0.0,0.17714285714285713,0.943141494550646
0.0011494252873563218,0.17714285714285713,0.94285916853708
0.0011494252873563218,0.5657142857142857,0.9320454091115231
0.0022988505747126436,0.5657142857142857,0.9308308347739893
0.0022988505747126436,0.64,0.9277925016586298
0.0034482758620689655,0.64,0.9275487514507689
0.0034482758620689655,0.7085714285714285,0.921765073582743
0.004597701149425287,0.7085714285714285,0.921085889404171
0.004597701149425287,0.7257142857142858,0.9156624077853108
0.005747126436781609,0.7257142857142858,0.9137229680794894
0.005747126436781609,0.7371428571428571,0.9133722815565288
0.006896551724137931,0.7371428571428571,0.913252425180314
0.006896551724137931,0.7485714285714286,0.9121892129413876
0.008045977011494253,0.7485714285714286,0.9095300023227559
0.008045977011494253,0.8,0.8765905532113856
0.010344827586206896,0.8,0.87277243570747
0.010344827586206896,0.8171428571428572,0.856692088495077
0.011494252873563218,0.8171428571428572,0.8566618982268853
0.011494252873563218,0.8228571428571428,0.8555093200474584
0.01264367816091954,0.8228571428571428,0.8526101517838951
0.01264367816091954,0.8857142857142857,0.7028019349708937
0.013793103448275862,0.8857142857142857,0.6844030401951602
0.013793103448275862,0.8971428571428571,0.6457609846997738
0.016091954022988506,0.8971428571428571,0.6346936107670216
0.016091954022988506,0.9028571428571428,0.6022329397749112
0.020689655172413793,0.9028571428571428,0.5255443775742453
0.020689655172413793,0.9085714285714286,0.4871375669644229
0.02413793103448276,0.9085714285714286,0.39470215455585256
0.02413793103448276,0.9142857142857143,0.38108845551453835
0.029885057471264367,0.9142857142857143,0.27481792298466456
0.029885057471264367,0.9257142857142857,0.2183923049477143
0.03908045977011494,0.9257142857142857,0.10720668946564402
0.03908045977011494,0.9314285714285714,0.10079144793206969
0.04252873563218391,0.9314285714285714,0.08152815136748891
0.04252873563218391,0.9371428571428572,0.07543508048085723
0.10689655172413794,0.9371428571428572,0.03396921364435904
0.10689655172413794,0.9428571428571428,0.03344116974200203
0.10804597701149425,0.9428571428571428,0.033415583400321816
0.10804597701149425,0.9485714285714286,0.03328279828521328
0.15402298850574714,0.9485714285714286,0.026398043292819164
0.15402298850574714,0.9542857142857143,0.02634751752553944
0.3482758620689655,0.9542857142857143,0.01856971363136278
0.3482758620689655,0.9657142857142857,0.018516046322824786
0.3701149425287356,0.9657142857142857,0.018025656592078096
0.3701149425287356,0.9714285714285714,0.018014782318253406
0.4160919540229885,0.9714285714285714,0.017226231638207717
0.4160919540229885,0.9771428571428571,0.017209025115900698
0.4298850574712644,0.9771428571428571,0.016870650474204708
0.4298850574712644,0.9828571428571429,0.016866282052723332
0.5747126436781609,0.9828571428571429,0.015214486525521084
0.5747126436781609,0.9885714285714285,0.015177853728972646
0.8413793103448276,0.9885714285714285,0.012632488082951632
0.8413793103448276,0.9942857142857143,0.012630721909082147
0.9011494252873563,0.9942857142857143,0.011371581655672834
0.9011494252873563,1.0,0.01135372387399858
1.0,1.0,0.008308162167105723
